existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,datasetType
A12,23,A32,A41,7588,A61,A73,2,A92,A101,3,A124,31,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,2158,A65,A73,2,A92,A101,1,A123,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,3800,A61,A75,2,A93,A101,2,A122,30,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,19,A32,A42,3538,A61,A73,2,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,2,DatasetType.Deployment
A11,19,A32,A42,3156,A61,A72,2,A93,A101,2,A124,33,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,30,A32,A43,3016,A61,A72,2,A93,A101,3,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,18,A32,A43,2176,A61,A72,2,A93,A101,1,A123,30,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A43,2488,A61,A72,2,A93,A101,2,A121,24,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A49,3372,A61,A73,3,A93,A101,1,A124,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A13,21,A32,A43,2676,A61,A72,1,A93,A101,1,A123,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,25,A30,A49,3601,A61,A73,1,A92,A101,2,A123,26,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A43,1936,A61,A75,3,A93,A101,2,A123,26,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2193,A61,A74,3,A92,A101,2,A121,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A34,A41,4549,A61,A75,3,A93,A101,2,A124,32,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,18,A31,A43,2281,A61,A72,2,A94,A101,2,A123,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,12,A32,A40,1983,A61,A72,1,A92,A101,1,A123,30,A141,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A40,1971,A61,A73,3,A94,A101,2,A122,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,16,A32,A40,2228,A61,A74,2,A93,A101,2,A124,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,12,A31,A43,1744,A61,A72,3,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,2149,A61,A73,2,A92,A101,1,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A43,2420,A61,A73,2,A93,A101,2,A124,28,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A42,3514,A61,A73,2,A93,A101,2,A123,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,3499,A61,A75,2,A93,A101,2,A123,33,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,3430,A61,A73,2,A93,A101,2,A121,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,30,A32,A42,4980,A61,A72,2,A93,A101,2,A124,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,13,A31,A46,1743,A61,A72,2,A92,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,28,A34,A40,3833,A61,A72,2,A93,A101,2,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A32,A40,1968,A61,A75,3,A93,A101,1,A123,26,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A40,2872,A61,A75,1,A92,A101,2,A123,29,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,32,A34,A46,4408,A61,A75,2,A93,A101,2,A124,26,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,24,A32,A42,3150,A61,A72,3,A93,A101,2,A124,31,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,15,A32,A43,1911,A61,A75,3,A93,A101,2,A122,44,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,25,A32,A43,3699,A61,A73,2,A93,A101,2,A122,30,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,32,A32,A41,5125,A65,A75,2,A92,A101,2,A123,31,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,29,A32,A40,8421,A61,A75,3,A93,A101,2,A124,40,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A43,4523,A61,A75,3,A92,A101,2,A124,28,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,1963,A61,A73,3,A92,A101,2,A123,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,26,A34,A40,3909,A61,A74,2,A93,A101,2,A122,30,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,19,A32,A42,2650,A61,A71,2,A91,A101,1,A123,33,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,18,A31,A43,2282,A61,A73,3,A93,A101,3,A123,35,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A33,A40,4797,A61,A73,2,A93,A101,2,A122,37,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,19,A32,A43,2544,A61,A73,2,A93,A101,2,A121,33,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,22,A32,A43,3050,A61,A72,2,A93,A101,2,A122,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,31,A32,A49,3420,A61,A73,3,A93,A101,2,A124,37,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,2414,A61,A73,2,A93,A101,2,A124,29,A142,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,23,A33,A42,2561,A61,A73,2,A92,A101,1,A124,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A33,A49,2571,A61,A73,3,A93,A101,2,A124,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A42,3157,A61,A72,2,A93,A101,3,A122,30,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,28,A32,A41,7083,A61,A73,2,A92,A101,2,A123,27,A143,A151,1,A174,0,A191,A201,2,DatasetType.Deployment
A12,30,A32,A41,6997,A61,A73,2,A93,A101,2,A123,27,A141,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,22,A32,A40,3466,A61,A74,2,A92,A101,2,A123,36,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,17,A34,A43,4492,A61,A73,2,A93,A101,1,A124,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,24,A33,A43,3716,A61,A73,2,A93,A101,2,A122,34,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,26,A32,A410,7265,A61,A73,2,A92,A101,2,A123,31,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,1864,A61,A74,3,A93,A101,2,A123,34,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A43,2737,A61,A73,3,A93,A101,1,A121,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A43,2422,A61,A73,3,A92,A101,3,A123,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,25,A32,A40,3462,A61,A73,2,A93,A101,2,A121,35,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,25,A32,A46,2422,A61,A73,2,A93,A101,2,A124,31,A142,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,16,A32,A40,2127,A61,A73,2,A92,A101,2,A121,38,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,23,A34,A42,3597,A61,A73,2,A92,A101,3,A123,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,1970,A61,A73,3,A94,A101,2,A122,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,3093,A61,A73,3,A93,A101,2,A122,26,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,19,A31,A40,2107,A61,A71,2,A92,A101,3,A124,34,A143,A151,1,A171,1,A191,A201,2,DatasetType.Deployment
A11,21,A32,A43,2188,A65,A73,2,A92,A101,2,A121,32,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A43,1840,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A14,20,A32,A42,2279,A61,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A34,A41,6437,A61,A72,2,A93,A101,2,A123,31,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,17,A32,A42,2578,A61,A73,3,A92,A101,1,A124,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,24,A33,A40,4797,A61,A73,2,A93,A101,2,A122,39,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A42,3150,A61,A73,3,A93,A101,2,A122,32,A143,A151,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,20,A32,A40,5371,A61,A75,2,A93,A101,2,A123,35,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,26,A32,A40,3437,A61,A73,2,A93,A101,2,A123,34,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,31,A32,A49,3383,A61,A73,3,A93,A101,2,A124,33,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,23,A32,A42,3023,A61,A72,2,A93,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A32,A40,2109,A61,A71,2,A92,A101,3,A122,33,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,2122,A61,A72,2,A92,A101,2,A121,35,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,25,A32,A410,7302,A61,A73,1,A93,A101,1,A123,31,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,17,A32,A43,2478,A61,A75,2,A91,A101,2,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A42,3151,A61,A72,2,A93,A101,2,A124,29,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,16,A31,A40,2306,A61,A73,3,A93,A101,2,A123,32,A143,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,28,A32,A40,4691,A61,A75,2,A93,A101,1,A124,30,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,14,A34,A42,2261,A61,A73,1,A93,A101,2,A123,31,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,23,A32,A40,7575,A61,A73,2,A93,A101,2,A124,35,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,29,A32,A43,3710,A61,A73,2,A93,A101,2,A122,28,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,1870,A61,A75,3,A93,A101,2,A123,37,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,18,A32,A40,2201,A61,A73,2,A92,A101,2,A122,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,24,A30,A49,3593,A61,A73,2,A92,A101,2,A123,27,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,22,A32,A42,2706,A61,A72,3,A93,A101,3,A123,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,18,A34,A43,2120,A61,A71,3,A93,A101,2,A122,38,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A33,A43,3685,A61,A73,2,A93,A101,2,A122,29,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,17,A32,A42,2578,A61,A73,3,A92,A101,1,A124,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,17,A32,A42,2464,A61,A72,2,A91,A101,2,A122,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,19,A30,A49,3606,A61,A73,3,A92,A101,2,A123,34,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,23,A34,A42,3591,A61,A73,1,A92,A101,3,A123,29,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A43,2191,A65,A73,2,A93,A101,3,A121,26,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,28,A32,A41,5136,A65,A75,2,A92,A101,2,A123,33,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,15,A32,A40,1967,A61,A75,3,A92,A101,2,A123,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A31,A40,4797,A61,A73,2,A93,A101,2,A122,36,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,18,A32,A43,3037,A61,A72,1,A93,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A42,2528,A61,A73,2,A92,A101,1,A121,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,33,A32,A40,3431,A61,A73,3,A93,A101,2,A121,37,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,14,A32,A43,1793,A61,A73,3,A92,A101,1,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A40,2165,A65,A73,2,A92,A101,2,A123,28,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,27,A32,A41,6043,A61,A72,1,A91,A101,2,A123,28,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,27,A34,A41,5447,A61,A73,2,A93,A101,3,A124,36,A143,A152,2,A174,0,A192,A201,2,DatasetType.Deployment
A12,19,A34,A43,2464,A61,A72,3,A93,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A42,2077,A61,A73,3,A92,A101,2,A123,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A32,A40,2184,A61,A72,2,A93,A101,2,A121,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,18,A33,A40,2332,A61,A73,3,A93,A101,2,A123,32,A143,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,38,A32,A40,8660,A61,A75,2,A93,A101,2,A124,43,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,28,A32,A40,3451,A61,A73,2,A92,A101,2,A121,32,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,36,A32,A40,8325,A61,A75,3,A93,A101,2,A124,30,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,13,A32,A40,1986,A61,A74,1,A92,A101,1,A123,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A42,3165,A61,A73,2,A93,A101,2,A124,32,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,29,A32,A49,3655,A61,A73,2,A93,A101,2,A122,28,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,32,A32,A41,6831,A61,A73,1,A92,A101,2,A123,28,A141,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,18,A32,A43,2727,A61,A73,2,A93,A101,1,A121,27,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,30,A34,A40,4008,A61,A74,2,A92,A101,2,A122,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,17,A31,A42,2283,A61,A73,3,A93,A101,3,A122,36,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A40,2167,A61,A72,3,A92,A101,2,A123,28,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,1864,A61,A75,2,A93,A101,2,A122,29,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,15,A32,A40,1869,A61,A74,3,A93,A101,2,A123,34,A141,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,15,A30,A40,2081,A61,A73,3,A93,A101,2,A123,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,31,A32,A46,3756,A61,A73,2,A93,A101,2,A122,29,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,16,A32,A40,2202,A61,A73,2,A92,A101,2,A122,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A31,A43,2276,A61,A72,2,A94,A101,2,A123,28,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,29,A32,A43,4455,A61,A75,3,A92,A101,2,A124,31,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A33,A49,4819,A61,A73,2,A93,A101,2,A122,41,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,21,A32,A40,3839,A61,A75,2,A93,A101,2,A122,28,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,25,A32,A41,7238,A61,A73,2,A93,A101,2,A123,31,A143,A151,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,2156,A65,A73,2,A92,A101,2,A123,29,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,17,A32,A40,2779,A61,A73,3,A93,A101,1,A121,33,A143,A151,1,A173,1,A191,A201,2,DatasetType.Deployment
A14,16,A32,A40,2791,A61,A73,2,A93,A101,2,A121,34,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A14,21,A32,A40,3849,A61,A71,2,A93,A101,2,A122,29,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,19,A32,A40,2121,A61,A72,3,A92,A101,2,A122,36,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,13,A32,A42,3168,A61,A72,1,A93,A101,3,A122,35,A143,A151,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,16,A34,A40,2589,A61,A73,2,A94,A101,2,A124,28,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,15,A34,A40,2626,A61,A73,2,A93,A101,2,A123,41,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A12,25,A33,A49,3632,A61,A73,2,A92,A101,2,A123,30,A143,A152,1,A174,0,A191,A201,2,DatasetType.Deployment
A11,30,A32,A46,2424,A61,A73,2,A93,A101,2,A124,26,A143,A153,1,A173,0,A192,A201,2,DatasetType.Deployment
A11,25,A34,A41,4565,A61,A75,3,A93,A101,2,A124,34,A143,A153,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,14,A32,A46,1890,A61,A71,2,A93,A101,2,A121,30,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,18,A34,A40,2623,A61,A73,2,A91,A101,2,A123,30,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,19,A32,A40,2152,A61,A73,2,A92,A101,2,A123,31,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A42,3151,A61,A75,3,A93,A101,2,A122,29,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,15,A32,A40,1859,A61,A73,2,A93,A101,1,A123,25,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A12,27,A32,A41,6049,A61,A72,2,A93,A101,1,A123,27,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,29,A32,A40,8399,A61,A75,2,A93,A101,2,A124,27,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,17,A34,A40,2892,A61,A72,1,A92,A101,1,A122,29,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A40,2121,A61,A73,2,A92,A101,2,A121,34,A143,A152,1,A172,0,A191,A201,2,DatasetType.Deployment
A11,24,A32,A42,3195,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,21,A32,A40,2188,A61,A72,3,A93,A101,2,A123,34,A143,A152,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,32,A32,A41,5238,A61,A75,2,A93,A101,2,A124,33,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A12,17,A32,A42,2872,A61,A75,1,A93,A101,2,A123,27,A141,A152,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,26,A32,A40,2822,A61,A73,2,A93,A101,3,A122,39,A143,A151,1,A173,0,A192,A201,2,DatasetType.Deployment
A12,21,A32,A40,7607,A61,A73,2,A93,A101,2,A124,36,A143,A153,1,A174,0,A192,A201,2,DatasetType.Deployment
A11,19,A32,A43,3064,A61,A72,2,A92,A101,1,A122,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,16,A32,A40,2149,A65,A73,2,A92,A101,1,A123,27,A143,A151,1,A173,0,A191,A201,2,DatasetType.Deployment
A11,20,A32,A46,2419,A61,A73,2,A92,A101,2,A121,27,A143,A152,1,A173,0,A192,A201,2,DatasetType.Deployment
